1463 2
0.95789 -8.7664
0.87289 -8.4639
0.7923 -8.2217
0.71112 -8.0823
0.62949 -7.956
0.55007 -7.8202
0.47271 -7.7042
0.39769 -7.589
0.32253 -7.5097
0.24883 -7.4525
0.17308 -7.4062
0.10115 -7.3431
0.024957 -7.2484
-0.046683 -7.1104
-0.11891 -6.9438
-0.18585 -6.7544
-0.25265 -6.535
-0.31665 -6.3089
-0.3811 -6.0505
-0.43997 -5.7914
-0.49576 -5.5279
-0.54904 -5.2835
-0.5994 -5.0464
-0.65034 -4.8291
-0.69717 -4.5986
-0.74327 -4.1824
-0.78437 -3.7839
-0.82518 -3.4022
-0.86144 -3.0631
-0.86144 -2.9273
-0.89888 -3.0043
-0.93382 -3.1012
-0.96846 -3.2165
-0.99856 -3.3456
-1.0325 -3.3031
-1.0677 -3.2407
-1.1001 -3.1761
-1.1314 -3.1225
-1.1611 -3.0462
-1.1888 -2.9867
-1.2211 -2.9412
-1.2524 -2.8509
-1.2787 -2.7893
-1.3055 -2.7217
-1.3331 -2.6674
-1.3553 -2.6461
-1.3873 -2.6381
-1.4096 -2.5948
-1.439 -2.5771
-1.463 -2.5492
-1.4886 -2.5184
-1.5096 -2.5272
-1.5395 -2.5309
-1.5633 -2.5191
-1.5902 -2.5125
-1.6126 -2.5155
-1.6402 -2.4861
-1.6615 -2.5052
-1.6891 -2.5213
-1.7148 -2.5133
-1.7374 -2.5162
-1.766 -2.5382
-1.7906 -2.5309
-1.8121 -2.5661
-1.8402 -2.6116
-1.8676 -2.6131
-1.8936 -2.6454
-1.9206 -2.6828
-1.9466 -2.699
-1.9707 -2.7496
-2.0017 -2.8113
-2.0312 -2.826
-2.0583 -2.8795
-2.0873 -2.9419
-2.1171 -3.0036
-2.1422 -3.1298
-2.1796 -3.259
-2.2114 -3.3552
-2.2459 -3.4792
-2.2828 -3.6026
-2.3164 -3.7046
-2.3519 -3.8734
-2.395 -3.9197
-2.4363 -4.0606
-2.4775 -4.2257
-2.5225 -4.3953
-2.5447 -4.6669
-2.6135 -4.9737
-2.664 -5.1719
-2.7175 -5.3312
-2.7696 -5.5154
-2.8246 -5.6028
-2.8809 -5.8186
-2.9359 -6.0894
-3.0014 -6.3911
-3.067 -6.6641
-3.1351 -6.9475
-3.2069 -7.1941
-3.2802 -7.3893
-3.3534 -7.5919
-3.4342 -7.7688
-3.5105 -7.9046
-3.5902 -8.0257
-3.6727 -8.1124
-3.756 -8.1505
-3.8367 -8.1924
-3.918 -8.2364
-4.0001 -8.2981
-4.0829 -8.439
-4.1669 -8.6379
-4.253 -8.8809
-4.3402 -9.1737
-4.4385 -9.4336
-4.5336 -9.6171
-4.6318 -9.7309
-4.7338 -9.7397
-4.8306 -9.6296
-4.9258 -9.4505
-5.0213 -9.1987
-5.1143 -8.9029
-5.2021 -8.6115
-5.2821 -8.359
-5.3632 -8.1593
-5.4446 -8.0059
-5.5244 -7.8841
-5.6032 -7.7637
-5.6795 -7.6316
-5.7559 -7.5017
-5.8303 -7.3659
-5.9013 -7.2403
-5.9742 -7.1361
-6.0462 -7.0289
-6.1144 -6.9416
-6.1822 -6.8506
-6.2515 -6.7339
-6.3194 -6.5973
-6.3873 -6.4175
-6.448 -6.2032
-6.509 -5.9749
-6.5695 -5.7195
-6.6245 -5.4582
-6.6781 -5.2174
-6.7292 -4.9744
-6.7759 -4.7476
-6.8222 -4.5487
-6.8672 -4.3586
-6.9106 -4.1641
-6.9507 -3.8073
-6.9889 -3.3912
-7.0269 -2.964
-7.0608 -2.5632
-7.0608 -2.3584
-7.0805 -2.3936
-7.1081 -2.5125
-7.1404 -2.641
-7.17 -2.7298
-7.1976 -2.6777
-7.2235 -2.5837
-7.2472 -2.4854
-7.2674 -2.4303
-7.2964 -2.3944
-7.3218 -2.2931
-7.343 -2.2197
-7.3632 -2.1411
-7.3866 -2.0318
-7.4004 -1.9811
-7.4266 -1.9473
-7.4432 -1.8659
-7.4605 -1.7895
-7.4804 -1.7382
-7.4984 -1.6332
-7.5106 -1.584
-7.5253 -1.54
-7.5441 -1.4622
-7.5574 -1.4233
-7.5726 -1.3932
-7.5839 -1.3557
-7.5933 -1.3477
-7.6134 -1.3506
-7.6256 -1.2816
-7.6383 -1.2324
-7.6502 -1.1737
-7.6631 -1.0937
-7.6677 -1.0775
-7.6815 -1.0783
-7.6929 -1.0504
-7.7041 -0.86908
-7.7142 -0.86467
-7.7238 -0.81402
-7.7305 -0.79567
-7.7106 -0.94762
-7.7543 -1.0665
-7.7602 -1.046
-7.7691 -1.0496
-7.7785 -1.0379
-7.7845 -0.88889
-7.7961 -0.91238
-7.8063 -0.87421
-7.8148 -0.86687
-7.8227 -0.86174
-7.8311 -0.84999
-7.8346 -0.88229
-7.8505 -0.91826
-7.8579 -0.90504
-7.8669 -0.90945
-7.876 -0.91679
-7.886 -0.89183
-7.891 -0.92266
-7.903 -0.95349
-7.9133 -0.95422
-7.9224 -0.96817
-7.9327 -1.0056
-7.9422 -1.0137
-7.9496 -1.0555
-7.9625 -1.1025
-7.9766 -1.1025
-7.9855 -1.1194
-7.9971 -1.1399
-8.0081 -1.1524
-8.0166 -1.2009
-8.0328 -1.2684
-8.0445 -1.2897
-8.0582 -1.3315
-8.072 -1.3675
-8.0864 -1.3976
-8.0961 -1.4607
-8.114 -1.5246
-8.1292 -1.573
-8.1477 -1.6332
-8.1623 -1.6838
-8.1783 -1.7242
-8.1947 -1.7983
-8.217 -1.8512
-8.2338 -1.9004
-8.2526 -1.962
-8.2738 -2.0244
-8.2931 -2.0942
-8.3129 -2.205
-8.3364 -2.3166
-8.3606 -2.398
-8.3861 -2.5015
-8.4111 -2.6109
-8.4378 -2.7225
-8.4607 -2.8524
-8.4936 -3.0036
-8.526 -3.1137
-8.5583 -3.2231
-8.5881 -3.3442
-8.624 -3.4646
-8.6555 -3.6106
-8.6952 -3.6642
-8.7329 -3.8257
-8.7755 -3.9879
-8.8151 -4.17
-8.8354 -4.4687
-8.902 -4.7931
-8.9527 -4.9965
-9.003 -5.188
-9.0547 -5.3855
-9.1071 -5.4904
-9.1624 -5.7283
-9.2185 -6.005
-9.2821 -6.292
-9.3474 -6.5526
-9.4151 -6.7904
-9.4836 -7.0121
-9.555 -7.2007
-9.6269 -7.3813
-9.703 -7.5538
-9.7806 -7.6837
-9.8578 -7.785
-9.9359 -7.8569
-10.017 -7.8899
-10.0945 -7.92
-10.1751 -8.0023
-10.2532 -8.108
-10.3326 -8.2636
