793 2
2.8779 4.7799
2.9252 4.7146
2.975 4.6214
3.0186 4.5098
3.0625 4.3813
3.1056 4.2712
3.1485 4.131
3.1903 3.9828
3.2285 3.8095
3.2681 3.6158
3.3009 3.4271
3.3342 3.2627
3.3656 3.1005
3.3954 2.9295
3.4257 2.7746
3.4537 2.6043
3.477 2.4267
3.4983 2.2652
3.522 2.0912
3.5444 1.904
3.561 1.7191
3.5775 1.5209
3.5901 1.3249
3.6033 1.1451
3.6147 0.97551
3.6218 0.8221
3.63 0.63933
3.6354 0.45876
3.6397 0.40811
3.6448 0.21213
3.6378 0.012478
3.6393 -0.16442
3.6617 -0.48372
3.6306 -0.8199
3.6209 -0.98799
3.6117 -1.1994
3.6017 -1.3814
3.5854 -1.4328
3.573 -1.606
3.5525 -1.7682
3.5377 -1.9297
3.5151 -2.0758
3.4932 -2.238
3.4722 -2.3804
3.4462 -2.5683
3.4218 -2.7474
3.3904 -2.9236
3.3639 -3.1174
3.3283 -3.2877
3.2946 -3.4528
3.262 -3.6268
3.2223 -3.8169
3.1859 -3.9747
3.1436 -4.1332
3.0999 -4.2786
3.0559 -4.374
3.0128 -4.4804
2.9695 -4.57
2.9199 -4.6383
2.8747 -4.6889
2.8251 -4.7175
2.7785 -4.7227
2.7322 -4.7109
2.6846 -4.7161
2.6382 -4.7058
2.5898 -4.6933
2.5435 -4.6588
2.4958 -4.5913
2.4501 -4.5171
2.4054 -4.4232
2.3616 -4.3307
2.3207 -4.2412
2.2762 -4.1399
2.2361 -4.0342
2.1957 -3.9211
2.1567 -3.8147
2.1213 -3.7229
2.0833 -3.6481
2.0491 -3.5842
2.0121 -3.513
1.9757 -3.4279
1.9434 -3.3222
1.909 -3.2128
1.8797 -3.0836
1.8481 -2.9434
1.8189 -2.8083
1.791 -2.6461
1.7655 -2.4883
1.7437 -2.3356
1.7183 -2.1301
1.699 -1.9635
1.679 -1.7866
1.6601 -1.6046
1.6551 -1.4467
1.6317 -1.3007
1.6223 -1.101
1.61 -0.8977
1.6029 -0.69878
1.5977 -0.45949
1.595 -0.28039
1.594 -0.099092
1.5927 0.08955
1.5934 0.30095
1.5968 0.53436
1.6029 0.77659
1.6144 1.0144
1.6254 1.2185
1.6392 1.4343
1.6532 1.6207
1.6709 1.7947
1.6879 1.9796
1.7144 2.1323
1.7329 2.2703
1.7559 2.4296
1.7815 2.5881
1.8074 2.7518
1.8356 2.9346
1.8675 3.0785
1.8982 3.1922
1.9337 3.2913
1.9653 3.3743
1.999 3.4506
2.0325 3.5314
2.0702 3.618
2.1081 3.7068
2.1439 3.7919
2.1802 3.8793
2.2219 3.96
2.2624 4.0371
2.3038 4.1193
2.3425 4.2184
2.3857 4.3153
2.4294 4.4188
2.4745 4.5171
2.5222 4.5832
2.5674 4.6133
2.614 4.6258
2.6613 4.6338
2.7062 4.6104
2.7532 4.6096
2.7982 4.5949
2.8474 4.5582
2.8882 4.523
2.9369 4.4518
2.981 4.3498
3.0243 4.2272
3.0673 4.1083
3.1047 3.974
3.1444 3.8587
3.1826 3.7376
3.2204 3.5967
3.257 3.4286
3.2891 3.2524
3.3217 3.0704
3.3505 2.8729
3.3765 2.7027
3.4061 2.6505
3.4301 2.478
3.4502 2.3158
3.4725 2.1565
3.5152 1.8527
3.5126 1.5679
3.5261 1.3961
3.5403 1.2067
3.5504 1.054
3.5647 1.0063
