1 1.15258e+009 2.62818e+008 1.82436e+009 2.75312e+008 1.88048e+009 2.75415e+008 1.88058e+009 2.75446e+008 1.88639e+009 2.88424e+008 
2 1.0679e+009 1.81431e+008 1.07054e+009 3.66932e+008 1.26909e+009 4.0069e+008 1.6972e+009 4.21356e+008 2.1262e+009 5.1535e+008 
3 1.02948e+009 1.54105e+008 1.04e+009 2.87828e+008 1.06412e+009 3.45626e+008 1.18176e+009 3.7481e+008 2.01974e+009 5.55849e+008 
4 8.80364e+008 1.63394e+008 8.81055e+008 2.96094e+008 8.94211e+008 3.57645e+008 9.78549e+008 3.69108e+008 1.73569e+009 4.11776e+008 
5 7.9506e+008 1.71923e+008 7.96575e+008 3.04017e+008 8.05292e+008 3.61682e+008 8.59234e+008 3.61683e+008 1.11485e+009 3.95238e+008 
6 7.6261e+008 1.76262e+008 7.62695e+008 1.92183e+008 7.71724e+008 3.20817e+008 8.0674e+008 3.55201e+008 1.04778e+009 3.82306e+008 
7 7.56937e+008 1.61159e+008 7.57016e+008 1.6761e+008 7.62427e+008 3.04441e+008 7.82614e+008 3.09264e+008 9.42992e+008 3.65869e+008 
8 9.28646e+008 1.63355e+008 9.30744e+008 1.66494e+008 9.35068e+008 3.07851e+008 9.73558e+008 3.20837e+008 1.11671e+009 3.49876e+008 
9 8.75094e+008 1.67931e+008 8.75521e+008 1.72183e+008 8.79684e+008 3.18607e+008 9.08607e+008 3.20586e+008 1.04177e+009 3.58312e+008 
10 8.47475e+008 1.63149e+008 8.48148e+008 1.64423e+008 8.52267e+008 2.80328e+008 8.58238e+008 3.11575e+008 1.00294e+009 3.12318e+008 
11 9.28465e+008 1.59274e+008 9.29655e+008 1.64724e+008 9.36126e+008 2.65954e+008 9.43509e+008 3.01148e+008 9.83827e+008 3.20054e+008 
12 8.94691e+008 1.55934e+008 8.94763e+008 1.63666e+008 8.99107e+008 1.87146e+008 9.06298e+008 2.65523e+008 9.38064e+008 3.20449e+008 
13 7.74936e+008 1.56068e+008 7.78513e+008 1.60525e+008 7.78866e+008 1.77667e+008 7.83647e+008 2.55102e+008 7.90844e+008 3.28445e+008 
14 7.22646e+008 1.61895e+008 7.22771e+008 1.69055e+008 7.2857e+008 1.92194e+008 7.38866e+008 2.61965e+008 8.01828e+008 3.26263e+008 
15 6.83343e+008 1.58798e+008 6.84316e+008 1.66436e+008 6.92303e+008 1.92121e+008 7.03841e+008 2.49363e+008 8.1302e+008 3.20157e+008 
16 6.33827e+008 1.57996e+008 6.71723e+008 1.6438e+008 7.45383e+008 1.85458e+008 7.46182e+008 2.32755e+008 7.54967e+008 3.24126e+008 
17 5.92045e+008 1.60445e+008 6.05733e+008 1.678e+008 6.06491e+008 1.86725e+008 6.09707e+008 2.3552e+008 6.51372e+008 3.2169e+008 
18 5.96297e+008 1.59095e+008 5.96638e+008 1.66094e+008 6.02262e+008 1.80185e+008 6.03792e+008 2.33368e+008 6.13349e+008 3.27281e+008 
19 5.69757e+008 1.58747e+008 5.70198e+008 1.66941e+008 5.74593e+008 1.88472e+008 5.84005e+008 2.25968e+008 5.85529e+008 3.2467e+008 
20 5.46493e+008 1.64539e+008 5.46828e+008 1.73001e+008 5.51467e+008 1.96767e+008 5.58294e+008 2.26321e+008 5.60865e+008 3.26157e+008 
21 4.76989e+008 1.66096e+008 5.41467e+008 1.75131e+008 5.42102e+008 1.97051e+008 5.45151e+008 2.28098e+008 5.47215e+008 3.25712e+008 
22 4.71882e+008 1.72217e+008 5.12393e+008 1.82397e+008 5.12899e+008 2.05973e+008 5.1599e+008 2.3001e+008 5.23553e+008 3.21864e+008 
23 4.51769e+008 1.70618e+008 4.5178e+008 1.82038e+008 4.55031e+008 1.83846e+008 4.60822e+008 2.01757e+008 4.835e+008 3.1845e+008 
24 4.29855e+008 1.77417e+008 4.42413e+008 1.8943e+008 4.42612e+008 1.89474e+008 4.45481e+008 2.09951e+008 4.51376e+008 3.14995e+008 
25 4.0399e+008 1.74996e+008 4.12315e+008 1.87711e+008 4.12708e+008 1.8776e+008 4.14394e+008 2.04686e+008 4.58203e+008 3.16745e+008 
