1 10.3329 1 1 10005
2 0.0677655 2 2 26010
3 0.0791877 2 3 42929
4 0.0620503 3 4 61779
5 0.0580189 4 5 81749
6 0.0730701 6 6 109850
7 0.0677149 8 7 131198
8 0.0504247 9 8 153969
9 0.0544902 11 9 177825
10 0.0468584 13 10 203675
11 0.0479097 16 11 231038
12 0.04911 18 12 259822
13 0.0479667 20 13 288127
14 0.0483131 23 14 319940
15 0.0334882 27 15 358180
16 0.0287869 30 16 396574
17 0.0287872 33 17 437199
18 0.0281747 37 18 484583
19 0.0289626 40 19 524927
20 0.0286927 44 20 567885
21 0.0289344 47 21 611211
22 0.0292798 51 22 659559
23 0.029518 56 23 711357
24 0.0306492 60 24 761092
25 0.0299606 64 25 813149
26 0.0288867 69 26 868045
27 0.0296195 73 27 922114
28 0.0538939 78 28 981396
29 0.0249381 83 29 1041082
30 0.0213883 88 30 1104304
31 0.0211066 93 31 1164158
32 0.0285868 99 32 1227908
33 0.0290236 104 33 1291860
34 0.0293008 110 34 1360807
35 0.0281991 117 35 1437219
36 0.0283215 124 36 1512980
