1 0.0893751 1 1 10010
2 0.0396924 2 2 23461
3 0.0291212 2 3 37913
4 0.0219146 3 4 55415
5 0.0221147 4 5 79999
6 0.0221732 5 6 101622
7 0.022107 6 7 126555
8 0.0215713 8 8 154356
9 0.0222296 9 9 184790
10 0.0156387 10 10 216995
11 0.0222911 12 11 252419
12 0.0225842 14 12 290442
13 0.0225294 16 13 331192
14 0.0226057 17 14 372757
15 0.0224926 19 15 414566
16 0.0225625 21 16 458409
17 0.0225805 23 17 500184
18 0.0221178 25 18 532613
19 0.0226557 26 19 567329
20 0.0144336 28 20 599022
21 0.014554 29 21 628073
22 0.0146397 30 22 658260
23 0.0143119 32 23 687999
24 0.0151288 33 24 720694
25 0.0152939 35 25 754589
26 0.0142455 37 26 791819
27 0.0230121 38 27 831788
28 0.0225478 40 28 873140
29 0.0225922 42 29 915062
30 0.0226108 44 30 954230
31 0.0222904 46 31 993244
32 0.0222445 48 32 1034530
33 0.0219489 50 33 1079173
34 0.0223814 53 34 1128157
35 0.0224068 55 35 1184192
36 0.0227797 58 36 1242566
37 0.022807 61 37 1304251
38 0.0225335 63 38 1355826
39 0.0220583 66 39 1402375
40 0.0224982 68 40 1449195
41 0.0222694 70 41 1497864
42 0.0223008 73 42 1549299
43 0.0223073 75 43 1600390
44 0.0226039 78 44 1651874
45 0.0224452 80 45 1704480
46 0.0223573 83 46 1761544
47 0.022356 85 47 1818321
48 0.0230041 88 48 1879552
49 0.0226285 91 49 1938747
50 0.0222887 94 50 1999252
51 0.0227591 96 51 2054440
52 0.0227449 99 52 2114550
53 0.0228092 102 53 2173667
54 0.0223051 105 54 2233616
55 0.0222492 107 55 2296007
56 0.0222908 110 56 2358984
57 0.0220472 113 57 2421679
58 4.35464e-017 116 58 2483925
