1 0.367979 1 1 10005
2 0.14082 1 2 26606
3 0.142086 2 3 43403
4 0.0800268 3 4 63630
5 0.0616568 4 5 85293
6 0.102897 5 6 113273
7 0.100094 7 7 148116
8 0.0902355 10 8 189620
9 0.0927362 12 9 234913
10 0.0936368 15 10 287124
11 0.0624602 18 11 339411
12 0.0625869 21 12 396859
13 0.0808725 24 13 447990
14 0.0837749 27 14 491912
15 0.0217078 29 15 522640
16 0.0164021 31 16 553111
17 0.00964165 34 17 585059
18 0.00585702 36 18 614852
19 0.00664672 38 19 648757
20 0.00600327 41 20 681326
21 0.00595965 44 21 714697
22 0.00601203 46 22 749631
23 0.00612277 49 23 786067
24 0.00615834 52 24 824519
25 0.00618267 56 25 864222
26 0.00620791 59 26 903711
27 0.00602213 63 27 946149
28 0.0060765 66 28 988329
29 0.00605232 70 29 1032838
30 0.00592729 74 30 1080471
31 0.00603946 79 31 1129110
32 0.00615154 83 32 1176901
33 0.00606436 87 33 1225694
34 0.00615257 92 34 1278422
35 0.00599773 96 35 1332094
36 0.00600771 101 36 1385222
37 0.0057403 107 37 1440081
38 0.00575048 112 38 1497936
39 0.00571144 117 39 1555388
40 0.00572141 122 40 1613541
