1 0.105769 1 1 10005
2 0.0731599 2 2 25205
3 0.124142 2 3 44347
4 0.12757 3 4 65631
5 0.0537334 5 5 85261
6 0.0519071 6 6 105174
7 0.0354891 8 7 127476
8 0.0224827 10 8 152301
9 0.0211912 12 9 174973
10 0.0215267 13 10 197395
11 0.0291794 15 11 221891
12 0.0292096 17 12 247483
13 0.0293044 20 13 279379
14 0.0290884 23 14 317891
15 0.0292195 25 15 352222
16 0.0292607 28 16 387205
17 0.0292943 31 17 419486
18 0.0289098 34 18 453895
19 0.0290449 37 19 491249
20 3.28721e-017 40 20 528873
