1 0.647735 1 1 10005
2 0.151272 2 2 25829
3 0.117921 2 3 43114
4 0.0536418 4 4 62884
5 0.0391634 5 5 85308
6 0.0423421 6 6 110484
7 0.0403153 8 7 137529
8 0.0425317 10 8 168685
9 0.0428743 12 9 207800
10 0.0432006 15 10 253216
11 0.0467832 18 11 300756
12 0.0487057 22 12 341185
13 0.0477781 25 13 382571
14 0.0418447 29 14 423745
15 0.0334696 31 15 455260
16 0.0338437 34 16 489344
17 0.0338421 37 17 522879
18 0.02792 40 18 559813
19 0.0288648 43 19 598862
20 0.0284773 47 20 642642
21 0.0280078 51 21 690415
22 0.0299018 55 22 737915
23 0.0214702 59 23 787134
24 0.0211984 63 24 830420
25 0.0215641 67 25 874867
26 0.0210736 72 26 921393
27 0.0216316 76 27 971551
28 0.0209735 81 28 1025675
29 0.0219341 87 29 1081547
30 0.0207042 93 30 1143425
31 0.0201212 99 31 1204132
32 0.0207766 106 32 1266560
33 0.0169505 113 33 1333809
34 0.0180002 120 34 1402814
