1 0.155675 1 1 10005
2 2336.3 1 2 26992
3 0.0919232 2 3 44614
4 0.0691037 3 4 65172
5 0.0472057 4 5 90623
6 0.0391366 6 6 112599
7 0.0412779 7 7 132944
8 0.0352493 8 8 166540
9 0.0344731 11 9 205440
10 0.0357239 12 10 236958
11 0.0231157 15 11 269614
12 0.0225299 17 12 298945
13 0.0226097 20 13 328043
14 0.0236688 22 14 357372
15 0.0238684 25 15 389127
16 0.0231233 27 16 420708
17 0.0225646 30 17 452649
18 0.0233729 33 18 485510
19 0.0236191 36 19 521437
20 0.0230778 39 20 559424
21 0.0233918 42 21 599438
22 0.0230599 46 22 642200
23 0.0230581 50 23 684641
24 0.0239891 54 24 728970
25 0.024113 58 25 775415
26 0.0227425 62 26 825729
27 0.0281613 66 27 876923
28 0.0270102 71 28 930775
29 0.0271259 76 29 986568
30 0.0261318 81 30 1044540
31 0.0262851 86 31 1105854
32 0.0262559 92 32 1162986
33 0.026167 97 33 1223980
34 0.0251395 103 34 1286548
35 0.0257231 109 35 1349849
36 0.0254579 115 36 1417973
37 0.0258418 122 37 1489446
