1 0.143846 1 1 10005
2 0.112159 2 2 27582
3 0.0448163 2 3 49372
4 0.0420521 3 4 76748
5 0.0827357 4 5 104224
6 0.0820199 6 6 131733
7 0.081675 7 7 166076
8 0.0838585 10 8 203623
9 0.0424767 12 9 245062
10 0.0433621 15 10 275118
11 0.0449351 17 11 306098
12 0.0441753 19 12 339653
13 0.038179 22 13 375417
14 0.0398134 25 14 412388
15 0.037189 28 15 441318
16 0.0472696 30 16 471317
17 0.0486172 33 17 504338
18 0.0393377 36 18 539221
19 0.0411419 39 19 575218
20 0.0412998 42 20 613140
21 0.0410302 45 21 654575
22 0.0515592 48 22 690447
23 0.0396983 51 23 728224
24 0.0368353 55 24 770432
25 0.0353159 59 25 814990
26 0.0318567 63 26 862223
27 0.0227315 68 27 912079
28 0.0226939 72 28 963516
29 0.0223584 76 29 1013747
30 0.0226432 81 30 1064540
31 0.0227347 86 31 1118221
32 0.0227793 91 32 1173861
33 0.0225516 96 33 1235298
34 0.0221975 102 34 1299073
35 0.0219847 108 35 1363643
36 0.0220894 113 36 1428436
37 3.33223e-017 120 37 1494842
