1 32364.5 1 1 10005
2 0.152531 1 2 27162
3 0.0590187 2 3 47258
4 315.575 3 4 69252
5 0.0451888 5 5 89904
6 0.041813 6 6 113438
7 0.033007 8 7 141731
8 0.0331994 10 8 181050
9 0.033598 13 9 228001
10 0.0320104 15 10 277469
11 0.0330287 19 11 334149
12 0.0170923 21 12 376947
13 0.0165958 23 13 422724
14 0.0171019 25 14 459270
15 0.0164247 28 15 495000
16 0.0241022 30 16 527253
17 0.0237745 33 17 558438
18 0.0189329 35 18 587407
19 0.0196891 38 19 621437
20 0.0184289 41 20 659597
21 0.0182979 45 21 700062
22 0.0196962 48 22 743468
23 0.0180861 52 23 788920
24 0.0189175 56 24 836795
25 0.0184392 61 25 886432
26 0.0187246 65 26 938891
27 0.0186601 70 27 993330
28 0.0181193 76 28 1050316
29 0.0189428 81 29 1110780
30 0.0189987 86 30 1168905
31 0.0187951 91 31 1221088
32 0.0187208 95 32 1269534
33 0.018667 100 33 1320436
34 0.0194144 105 34 1377156
35 0.0189468 111 35 1435066
36 0.0202134 116 36 1492156
37 0.0193054 121 37 1549490
