1 0.136651 1 1 10005
2 0.0854153 2 2 29632
3 0.086549 3 3 44198
4 0.0641632 4 4 60530
5 0.133031 5 5 77707
6 0.0578764 7 6 96501
7 0.0502693 8 7 116449
8 0.0495816 10 8 140075
9 0.0561428 12 9 166765
10 0.0574077 14 10 196822
11 0.056118 17 11 230126
12 0.057123 19 12 260133
13 0.0570953 22 13 295774
14 0.0747698 25 14 336246
15 0.0385429 29 15 379826
16 0.0371818 31 16 412371
17 0.0379766 34 17 444492
18 0.0376465 37 18 482540
19 0.0371507 41 19 527763
20 0.0379635 45 20 578101
21 0.0368505 50 21 634001
22 0.0362107 55 22 695026
23 0.00923416 59 23 738404
24 0.00899743 62 24 774310
25 0.00899303 64 25 808623
26 0.00918957 68 26 844712
27 0.00906115 71 27 881953
28 0.00914605 74 28 920539
29 0.00914047 78 29 958591
30 0.00924557 81 30 999304
31 0.0090038 84 31 1039697
32 0.00891588 88 32 1082680
33 0.00932856 92 33 1130099
34 0.00927924 96 34 1178025
35 0.00908772 100 35 1225103
36 0.00569739 105 36 1275514
37 0.00552532 109 37 1322937
38 0.00565914 113 38 1366920
39 0.00585356 117 39 1416232
40 0.00817956 121 40 1463048
